sample,period,perk,perk_label,status,detail,nobs,ai_wage_postings,beta1_ai_role,beta1_se,beta1_pvalue,beta2_perk,beta2_se,beta2_pvalue,beta_perk_for_ai_role,beta_perk_for_ai_role_se,beta_perk_for_ai_role_lower_ci,beta_perk_for_ai_role_upper_ci,beta3_interaction,beta3_se,beta3_pvalue,beta3_lower_ci,beta3_upper_ci,beta_ai_role_with_perk,beta_ai_role_with_perk_se,beta_ai_role_with_perk_lower_ci,beta_ai_role_with_perk_upper_ci,r_squared
Full sample,2025,EDU_ASSISTANCE,Tuition Assistance,ok,,669197,18113,0.2928458481635583,0.0036406259880085792,0.0,0.021279952941984703,0.0013665620387505464,1.130188125954607e-54,-0.02121176549802766,0.008250441680246898,-0.03738263119131158,-0.005040899804743742,-0.042491718440012365,0.008340359151707154,3.492738795586916e-07,-0.05883882237735839,-0.026144614502666343,0.2503541297235459,0.007598637918018703,0.23546079940422926,0.2652474600428626,0.47286989241709454
Full sample,2025,PAID LEAVE,Paid Leave,ok,,669197,18113,0.293796246697701,0.004366709849377539,0.0,-0.009593677648781251,0.0010414876673093694,3.2155863925787877e-20,-0.028468728358607795,0.006381455246154262,-0.04097638064107015,-0.015961076076145442,-0.018875050709826546,0.006454182823174826,0.003450456267392458,-0.0315252490432492,-0.006224852376403887,0.27492119598787446,0.0049183655550053655,0.26528119950006396,0.28456119247568495,0.47279009861237786
Full sample,2025,HEALTH_WELLBEING,Health and Wellbeing,ok,,669197,18113,0.2886479575449325,0.0035095712772341458,0.0,0.03937310609550777,0.0016641037802010324,9.258543885483274e-124,0.018794173978484024,0.010153425385169534,-0.0011065397764482635,0.03869488773341631,-0.02057893211702375,0.010280506865564781,0.04531238478244895,-0.040728725573530716,-0.0004291386605167792,0.2680690254279087,0.009746663773054061,0.24896556443272277,0.2871724864230947,0.4730880108693223
Full sample,2025,PARENTAL_LEAVE,Parental Leave,ok,,669197,18113,0.28995743375235444,0.0036895596590523884,0.0,0.07085732555752855,0.0016079534093119022,0.0,0.043594662158811644,0.007824039814639286,0.028259544122118643,0.05892978019550464,-0.027262663398716906,0.007977288244108574,0.0006319092140902306,-0.04289814835716971,-0.011627178440264101,0.26269477035363753,0.007179635984025918,0.24862268382494673,0.2767668568823283,0.47408258229647204
Full sample,2025,CULTURE,Workplace Culture,ok,,669197,18113,0.26991640005542616,0.00386694707159061,0.0,0.06394365320118289,0.0015436601422951098,0.0,0.10548721231339812,0.006918001342047331,0.09192792968298535,0.1190464949438109,0.04154355911221523,0.0070794867295180955,4.406585671458978e-09,0.027667765122359765,0.0554193531020707,0.3114599591676414,0.006056079512508746,0.2995900433231243,0.32332987501215854,0.47425000776365156
Full sample,2025,REMOTE_KW,Remote Work,ok,,669197,18113,0.3059097142611133,0.003777506920061137,0.0,0.10954735300053828,0.0018761357186959891,0.0,-0.0002179180411274323,0.0073330873844551355,-0.014590769314659498,0.014154933232404633,-0.10976527104166571,0.0075516993332027105,7.252799245886361e-48,-0.12456660173474302,-0.0949639403485884,0.19614444321944757,0.006628006867631849,0.18315354975888914,0.209135336680006,0.4755069318616507
SMEs,Pooled 2018-2025,EDU_ASSISTANCE,Tuition Assistance,ok,,715519,4600,0.2759715706397497,0.006887374438304322,0.0,0.04370289182855842,0.001902001830343397,7.860185697717904e-117,-0.04649615165497859,0.026532158034311113,-0.09849918140222838,0.0055068780922711905,-0.09019904348353701,0.026596467007310436,0.0006953858214494159,-0.14232811881786545,-0.03806996814920856,0.18577252715621267,0.025708975453648947,0.13538293526706074,0.2361621190453646,0.34195471465374183
SMEs,Pooled 2018-2025,PAID LEAVE,Paid Leave,ok,,715519,4600,0.3240537835620925,0.009909629840192129,1.516577912643847e-234,-0.006573796314463005,0.0009456688874316799,3.614792012000892e-12,-0.11548869910355537,0.013086970101412484,-0.14113916050232383,-0.08983823770478691,-0.10891490278909237,0.013117339384986514,1.0140846181394069e-16,-0.13462488798366593,-0.0832049175945188,0.21513888077300014,0.008654518577177988,0.1981760243617313,0.232101737184269,0.3417025264733413
SMEs,Pooled 2018-2025,HEALTH_WELLBEING,Health and Wellbeing,ok,,715519,4600,0.2710463587698854,0.006861567801960473,0.0,0.06197558193614512,0.00285964727306548,3.7329799809832926e-104,0.03908343173059628,0.029165742271781602,-0.01808142312209566,0.09624828658328821,-0.022892150205548845,0.029305294490604563,0.4347078674568139,-0.08033052740713378,0.0345462269960361,0.24815420856433656,0.02850739530792117,0.19227971376081107,0.30402870336786203,0.34197734559253945
SMEs,Pooled 2018-2025,PARENTAL_LEAVE,Parental Leave,ok,,715519,4600,0.26262993340800883,0.007070948109949368,5.878251860263759e-302,0.06948225360686276,0.0025223344911854857,4.833237383758175e-167,0.11613166060988378,0.020385596772781258,0.07617589093523251,0.15608743028453503,0.04664940700302101,0.020540294876261727,0.02313991345193038,0.006390429045548027,0.086908384960494,0.30927934041102983,0.019312605709162968,0.2714266332210704,0.34713204760098926,0.3422316276445574
SMEs,Pooled 2018-2025,CULTURE,Workplace Culture,ok,,715519,4600,0.26391856549704457,0.007104688764755482,4.883564212789674e-302,0.09542391007519696,0.0026483306104166607,2.666433935137469e-284,0.10491451099822649,0.019908104078286158,0.06589462700478563,0.14393439499166735,0.009490600923029524,0.020074250640447603,0.6363738158064566,-0.02985493033224778,0.048836132178306825,0.27340916642007407,0.018806190985586953,0.23654903208832365,0.3102693007518245,0.3429150611387155
SMEs,Pooled 2018-2025,REMOTE_KW,Remote Work,ok,,715519,4600,0.2763524280730008,0.007671333099868995,3.5169975398172835e-284,0.18966914171375324,0.002076053803193128,0.0,0.07851324757566212,0.0151435648153411,0.04883186053759357,0.10819463461373068,-0.11115589413809111,0.015276730832766417,3.434634877505627e-13,-0.14109828657031329,-0.08121350170586894,0.16519653393490968,0.013238960163224983,0.1392481720149887,0.19114489585483066,0.3512432334541308
SMEs,Through 2022,EDU_ASSISTANCE,Tuition Assistance,ok,,403999,1868,0.22053515939693544,0.010437079513022083,4.218302074439055e-99,0.04550450247251841,0.0027517526937548683,2.0015467661336378e-61,-0.02277478864307616,0.04224167381019705,-0.10556846931106237,0.06001889202491006,-0.06827929111559457,0.04232644333434717,0.10670992677775973,-0.15123912005091503,0.014680537819725892,0.15225586828134086,0.04103224259193539,0.07183267280114748,0.23267906376153424,0.3063219646462426
SMEs,Through 2022,PAID LEAVE,Paid Leave,ok,,403999,1868,0.25952480575274484,0.014167455423840026,5.904641576489303e-75,-0.0020915055992264883,0.0012598094442816791,0.09687902013314043,-0.10035856444248573,0.01981983117365629,-0.13920543354285206,-0.0615116953421194,-0.09826705884325924,0.019853434917028335,7.435658940466332e-07,-0.1371797912806348,-0.05935432640588371,0.16125774690948558,0.013958209486989668,0.13389965631498582,0.18861583750398533,0.3060097729427851
SMEs,Through 2022,HEALTH_WELLBEING,Health and Wellbeing,ok,,403999,1868,0.2193343857437853,0.010378737924022295,3.951796862311716e-99,0.047113948780959695,0.0040596972570200885,3.873891063585692e-31,-0.021541091416431478,0.04801260826593004,-0.11564580361765436,0.0725636207847914,-0.06865504019739117,0.04818376771403072,0.15419817267586752,-0.16309522491689138,0.025785144522109033,0.15067934554639412,0.047067141697762195,0.05842774781878021,0.24293094327400802,0.30615560355033666
SMEs,Through 2022,PARENTAL_LEAVE,Parental Leave,ok,,403999,1868,0.219072791892163,0.010613211579826863,1.1635183398583911e-94,0.05547916046270256,0.003620996903417285,5.492179975190633e-53,0.0076660194643398336,0.0344393522975962,-0.05983511103894871,0.07516714996762838,-0.04781314099836273,0.034629002790466414,0.16736343268819265,-0.1156859864676769,0.020059704470951442,0.17125965089380027,0.03298400491972966,0.10661100125113014,0.23590830053647038,0.30629499347443156
SMEs,Through 2022,CULTURE,Workplace Culture,ok,,403999,1868,0.21636207199951457,0.010584057935819432,7.040132756843178e-93,0.09451893838011811,0.004401703436605281,2.7687519453567834e-102,0.05773493027336631,0.03608791143618539,-0.012997376141557042,0.12846723668828966,-0.0367840081067518,0.036349262611133255,0.31155706981254194,-0.10802856282457299,0.03446054661106938,0.17957806389276276,0.03479546403945185,0.11137895437543714,0.24777717341008837,0.3068001828853242
SMEs,Through 2022,REMOTE_KW,Remote Work,ok,,403999,1868,0.21548791490302446,0.011272848277916577,1.870452727791578e-81,0.20483131075891509,0.0028803290758472495,0.0,0.12081695397287183,0.02457969838507893,0.07264074513811714,0.16899316280762652,-0.08401435678604326,0.02473347485455231,0.0006818190645876556,-0.13249196750096578,-0.03553674607112073,0.1314735581169812,0.02204289998100672,0.08826947415420802,0.17467764207975436,0.3173409686308334
SMEs,Post-2022,EDU_ASSISTANCE,Tuition Assistance,ok,,311520,2732,0.31285157908649697,0.009070364159377588,1.0711752928914563e-260,0.04075024754507578,0.0026325838472848816,4.795227374732471e-54,-0.06752947981264844,0.03390795020142185,-0.13398906220743528,-0.0010698974178616066,-0.10827972735772422,0.034003911870971196,0.0014508875765550904,-0.17492739462482776,-0.041632060090620676,0.20457185172877274,0.03281523579896753,0.1402539895627964,0.2688897138947491,0.3273677994895513
SMEs,Post-2022,PAID LEAVE,Paid Leave,ok,,311520,2732,0.374878042135132,0.013610580077752525,5.3479536603335515e-167,-0.011845603255267649,0.001429586721275624,1.1708796029046422e-16,-0.14185310168482787,0.017326191108554934,-0.17581243625759554,-0.1078937671120602,-0.13000749842956022,0.01738217977774243,7.468809744778918e-14,-0.1640765707939354,-0.09593842606518506,0.24487054370557176,0.010935116608026273,0.22343771515384026,0.2663033722573033,0.3272927620144438
SMEs,Post-2022,HEALTH_WELLBEING,Health and Wellbeing,ok,,311520,2732,0.306206678250448,0.009060885479465958,2.388059719791359e-250,0.07354156098289104,0.004000981191193199,1.8690677068296144e-75,0.05245010855169417,0.03564591719188437,-0.01741588914439919,0.12231610624778753,-0.021091452431196867,0.03586977088449552,0.5565317847568182,-0.09139620336480808,0.04921329850241435,0.28511522581925114,0.03474143831050714,0.21702200673065714,0.35320844490784514,0.3276867449605738
SMEs,Post-2022,PARENTAL_LEAVE,Parental Leave,ok,,311520,2732,0.2939079174949618,0.009416279528069808,7.155564663589273e-214,0.08228993049699168,0.0035060623005488817,8.116096669575378e-122,0.14019978864959654,0.024311405047167833,0.09254943475714758,0.1878501425420455,0.05790985815260484,0.024563724992082595,0.01839668719612374,0.009764957168122958,0.10605475913708673,0.35181777564756667,0.02274372827560567,0.30724006822737954,0.3963954830677538,0.32816641190351625
SMEs,Post-2022,CULTURE,Workplace Culture,ok,,311520,2732,0.29918370763125757,0.00950361487174913,1.5789345031806274e-217,0.09492495379738196,0.003321215093093131,1.1444809160670166e-179,0.09796097983998364,0.02368125041027717,0.051545729035840385,0.1443762306441269,0.0030360260426016902,0.023899632206565147,0.8989148076279683,-0.043807253082266,0.04987930516746938,0.30221973367385924,0.021998057675452234,0.2591035406299729,0.3453359267177456,0.3290008185049803
SMEs,Post-2022,REMOTE_KW,Remote Work,ok,,311520,2732,0.3184551275212109,0.010291083568963215,2.9882800724738874e-210,0.1708611234706552,0.0029767694817044187,0.0,0.0446618547344117,0.019221282253766236,0.006988141517029874,0.08233556795179353,-0.12619926873624351,0.019440394488848062,8.492939516583779e-11,-0.1643024419343857,-0.08809609553810131,0.1922558587849674,0.01654497997727038,0.15982769802951746,0.22468401954041733,0.3354417202180058
SMEs,2018,EDU_ASSISTANCE,Tuition Assistance,ok,,31610,174,0.28340133335451034,0.03477639016543757,3.662025183941263e-16,0.040652323477660325,0.020553024927833428,0.04793726892960365,-0.05578784054411055,0.4608412219961522,-0.9590366356565688,0.8474609545683477,-0.09644016402177087,0.4612919750773441,0.8343972307726537,-1.0005724351733654,0.8076921071298235,0.18696116933273949,0.4600133243019833,-0.7146649462991477,1.0885872849646268,0.27400277432191433
SMEs,2018,PAID LEAVE,Paid Leave,ok,,31610,174,0.2704305387479006,0.03701073505758908,2.735518060354307e-13,0.010023483660919645,0.006400620609870232,0.11734452853684955,0.10141107835137103,0.11174208950696338,-0.11760341708227717,0.32042557378501924,0.09138759469045138,0.11192211211003644,0.4141979281485444,-0.12797974504522006,0.3107549344261228,0.36181813343835195,0.10565580108498,0.15473276331179114,0.5689035035649128,0.2740002766505386
SMEs,2018,HEALTH_WELLBEING,Health and Wellbeing,ok,,31610,174,0.2909628837353168,0.03525674125531164,1.5487105881116406e-16,0.041249590905836964,0.016706553092023096,0.0135466033799639,-0.4731189849409731,0.1868052556736253,-0.8392572860612787,-0.1069806838206675,-0.5143685758468101,0.18755967423445702,0.006098714165542506,-0.8819855373463459,-0.1467516143472743,-0.22340569211149325,0.1842218890162,-0.5844805945832452,0.13766921036025875,0.2741337234108644
SMEs,2018,PARENTAL_LEAVE,Parental Leave,ok,,31610,174,0.2829315977001309,0.03502755524091294,6.616188906113814e-16,0.0728761838824412,0.04152041115398663,0.07922692324820409,-0.03291096846271972,0.398888049355096,-0.8147315451987078,0.7489096082732685,-0.10578715234516092,0.40105057280635437,0.7919532275612019,-0.8918462750456154,0.6802719703552936,0.17714444535496995,0.39950081379823177,-0.6058771496895643,0.9601660403995043,0.2739931248602019
SMEs,2018,CULTURE,Workplace Culture,ok,,31610,174,0.2708244158395795,0.03564882288704439,3.030542868309268e-14,0.11115790549614427,0.020017614741039424,2.808007828226208e-08,0.19810534941322794,0.15765097625538543,-0.1108905640473275,0.5071012628737834,0.08694744391708369,0.15894358648463772,0.5843558145078906,-0.22458198559280623,0.39847687342697363,0.3577718597566632,0.15491505335309513,0.054138355184596754,0.6614053643287297,0.2745872368660247
SMEs,2018,REMOTE_KW,Remote Work,ok,,31610,174,0.2915994749395277,0.03582072558411045,3.9357093315985516e-16,0.22526037669069152,0.01952133036897612,8.370793433500571e-31,-0.015167036630716862,0.17326429830344436,-0.3547650613054678,0.32443098804403403,-0.24042741332140838,0.17439149270793725,0.16799812558845206,-0.5822347390289654,0.10137991238614863,0.051172061618119324,0.17067139199829093,-0.2833438666985309,0.38568798993476955,0.27842922120167957
SMEs,2019,EDU_ASSISTANCE,Tuition Assistance,ok,,63656,287,0.24661800262503564,0.02957035838128664,7.426475216331098e-17,0.027294840627863467,0.0089297886878651,0.0022385873618689647,-0.17023836192509778,0.11338094574555163,-0.392465015586379,0.05198829173618341,-0.19753320255296125,0.1137082209718903,0.08235299053832376,-0.4204013156578662,0.02533491055194373,0.049084800072074386,0.10975741876738611,-0.1660397407120024,0.26420934085615116,0.29856224336411585
SMEs,2019,PAID LEAVE,Paid Leave,ok,,63656,287,0.28497446130908305,0.03721904345729438,1.907950541308476e-14,4.4983895040673696e-05,0.0033229288043480337,0.9891990285648184,-0.15254030612329225,0.053425759227328236,-0.2572547942088556,-0.04782581803772891,-0.15258529001833293,0.05351749631897051,0.0043564280564685354,-0.25747958280351513,-0.047690997233150734,0.13238917129075012,0.038537648680329384,0.05685537987730453,0.2079229627041957,0.2985593463912223
SMEs,2019,HEALTH_WELLBEING,Health and Wellbeing,ok,,63656,287,0.24430238119241954,0.02985772392888514,2.78668257263854e-16,0.05431527125634531,0.01069544344232665,3.807144715144094e-07,-0.07308098000667793,0.10606874674413684,-0.28097572362518614,0.13481376361183028,-0.12739625126302323,0.10659660533540269,0.23203825686401514,-0.3363255977204125,0.08153309519436602,0.11690612992939631,0.10240381951063333,-0.08380535631144503,0.31761761617023765,0.29872544834357495
SMEs,2019,PARENTAL_LEAVE,Parental Leave,ok,,63656,287,0.24608933189066515,0.02982001420035807,1.5512949799806068e-16,0.04571530203123454,0.010247216543510601,8.148640833399177e-06,-0.1345025375807934,0.08710007898255409,-0.3052186923865994,0.03621361722501262,-0.18021783961202795,0.08769363446614488,0.03987083200760173,-0.3520973631656719,-0.008338316058383977,0.0658714922786372,0.08250273501133508,-0.09583386834357954,0.22757685290085394,0.298644983177593
SMEs,2019,CULTURE,Workplace Culture,ok,,63656,287,0.23797734887402164,0.02990771057485137,1.7617998603237763e-15,0.11020894619302077,0.013025765038602838,2.654527572665115e-17,0.062062826069190336,0.09891278226885525,-0.13180622717776594,0.2559318793161466,-0.04814612012383043,0.0997734153069212,0.6294120242296704,-0.243702014125396,0.14740977387773513,0.1898312287501912,0.09523293653679678,0.003174673138069517,0.3764877843623129,0.29921835370855077
SMEs,2019,REMOTE_KW,Remote Work,ok,,63656,287,0.24158781011539243,0.03008065591993821,9.641806328628217e-16,0.24143779017838474,0.010090240124368568,1.571538620043754e-126,0.10335771293532722,0.09965886127851989,-0.09197365517057177,0.2986890810412262,-0.13808007724305751,0.10014348868663879,0.16794954368896076,-0.33436131506886957,0.05820116058275451,0.10350773287233492,0.09555300912337247,-0.08377616500947513,0.29079163075414494,0.30673283541509766
SMEs,2020,EDU_ASSISTANCE,Tuition Assistance,ok,,77723,331,0.20732760338981546,0.023869887931968085,3.762898164099573e-18,0.05091786124514472,0.006745986016650934,4.424162022104157e-14,0.12564281000651598,0.100557329810807,-0.07144955642266576,0.3227351764356977,0.07472494876137126,0.1007838727786689,0.45842817758478915,-0.1228114418848198,0.2722613394075623,0.28205255215118674,0.09798943563403945,0.08999325830846944,0.47411184599390405,0.28492800649520034
SMEs,2020,PAID LEAVE,Paid Leave,ok,,77723,331,0.24344379968269553,0.03199527017925877,2.7677370117814166e-14,-0.012404251337204542,0.0028178178865173064,1.0721948360105847e-05,-0.09171070378680483,0.045512627699640686,-0.18091545407810056,-0.0025059534955090973,-0.07930645244960029,0.04559876778007261,0.08199544214086417,-0.16868003729854258,0.010067132399342024,0.16413734723309525,0.03260446343841635,0.10023259889379921,0.2280420955723913,0.2846986256835625
SMEs,2020,HEALTH_WELLBEING,Health and Wellbeing,ok,,77723,331,0.2124781152584946,0.023971242795547052,7.7279947883508185e-19,0.0502649598402856,0.010332268462786771,1.1454232009086438e-06,-0.01088741919310579,0.08761419780949009,-0.18261124689970637,0.1608364085134948,-0.061152379033391394,0.08820941236282016,0.4881441114403313,-0.23404282726451892,0.11173806919773611,0.1513257362251032,0.08494033414575279,-0.01515731870057227,0.31780879115077865,0.28468903620115915
SMEs,2020,PARENTAL_LEAVE,Parental Leave,ok,,77723,331,0.207322227963446,0.023896081397817258,4.099584364187625e-18,0.05475229761515179,0.008411169870825505,7.54140465364565e-11,0.13412809372570633,0.0953477923657062,-0.052753579311077825,0.3210097667624905,0.07937579611055454,0.09572936906092658,0.407008955911373,-0.10825376724886154,0.2670053594699706,0.2866980240740005,0.09273017895532704,0.10494687332155953,0.46844917482644155,0.28481143662838815
SMEs,2020,CULTURE,Workplace Culture,ok,,77723,331,0.21342028037679756,0.023801794301604142,3.059118823745182e-19,0.09700552501367904,0.011298109394295775,9.005259777781476e-18,0.0026579997008749218,0.11228270297884821,-0.21741609813766755,0.22273209753941742,-0.09434752531280412,0.11284520304598268,0.4031103578133872,-0.31552412328293017,0.1268290726573219,0.11907275506399344,0.11032079398925553,-0.0971560011549474,0.3353015112829343,0.2850991766195654
SMEs,2020,REMOTE_KW,Remote Work,ok,,77723,331,0.23254457586561292,0.025693182618596686,1.418883339793835e-19,0.24847051912485363,0.005785863451958697,0.0,0.07084530727902522,0.0567872284156751,-0.04045766041569798,0.18214827497374841,-0.1776252118458284,0.0570374931887904,0.0018445482487065303,-0.2894186984958576,-0.06583172519579923,0.054919364019784506,0.051007387916026554,-0.04505511629562754,0.15489384433519654,0.30744248320206435
SMEs,2021,EDU_ASSISTANCE,Tuition Assistance,ok,,114252,494,0.18799193195961145,0.020657301794244288,8.991062301675227e-20,0.05932188511878557,0.004833645332891861,1.2694629415218535e-34,0.008753138645090211,0.07784695322645445,-0.1438268896787605,0.16133316696894096,-0.05056874647369536,0.0779875852112622,0.5167130357101362,-0.20342441348776927,0.10228692054037855,0.1374231854859161,0.07522168159181453,-0.010011310434040382,0.28485768140587253,0.3143186440825425
SMEs,2021,PAID LEAVE,Paid Leave,ok,,114252,494,0.24971632906329636,0.030414659411581293,2.20464348361566e-16,0.0046352198782332,0.0022726661521944797,0.041395007265358996,-0.11767930304562457,0.03975114669997496,-0.1955915505775755,-0.039767055513673655,-0.12231452292385778,0.03981619309118181,0.002126444361278903,-0.20035426138257412,-0.04427478446514142,0.12740180613943858,0.025802322257122527,0.07682925451547842,0.17797435776339873,0.3136650256580471
SMEs,2021,HEALTH_WELLBEING,Health and Wellbeing,ok,,114252,494,0.18497793053599965,0.02034974523743359,9.909519054175962e-20,0.033989397531271594,0.007534403260208056,6.445393612160468e-06,0.02571004325954982,0.10976995479424366,-0.18943906813716777,0.2408591546562674,-0.008279354271721773,0.11002561543384137,0.94001633282522,-0.22392956052205085,0.2073708519786073,0.17669857626427787,0.10814708840167889,-0.035269717003012735,0.3886668695315685,0.3136706044818245
SMEs,2021,PARENTAL_LEAVE,Parental Leave,ok,,114252,494,0.18952164046390346,0.021280143293633147,5.289159255042526e-19,0.05023823883186197,0.00630381361802554,1.5931840645420347e-15,-0.021314971380550538,0.058747305693131954,-0.13645969053908918,0.0938297477779881,-0.07155321021241251,0.05907988068911809,0.22584691942759128,-0.18734977636308398,0.04424335593825894,0.11796843025149095,0.055156391035855006,0.009861903821215143,0.22607495668176675,0.3139036153170879
SMEs,2021,CULTURE,Workplace Culture,ok,,114252,494,0.1758287117283887,0.020749016986132157,2.369561536477708e-17,0.06926836075013586,0.007896115795191855,1.748044695602428e-18,0.1522673365942786,0.07317931775379981,0.008835873796830984,0.2956987993917262,0.08299897584414276,0.07359133593854165,0.2593890839688686,-0.06124004259539889,0.2272379942836844,0.2588276875725315,0.07064701622895463,0.12035953576378042,0.39729583938128255,0.3140828253967207
SMEs,2021,REMOTE_KW,Remote Work,ok,,114252,494,0.15557015588263673,0.022150973822674894,2.16882959706171e-12,0.19767137744275015,0.004900965892923228,0.0,0.20363610477521127,0.04438382768547313,0.11664380251168394,0.2906284070387386,0.005964727332461117,0.04461701289895608,0.8936498597695908,-0.0814846179494928,0.09341407261441503,0.16153488321509785,0.038776719355615365,0.08553251327809173,0.23753725315210394,0.32666531869641113
SMEs,2022,EDU_ASSISTANCE,Tuition Assistance,ok,,116758,582,0.2221743811204266,0.01747331347714205,4.876807976387126e-37,0.03362116580148872,0.004351684875843138,1.1096892805851613e-14,-0.01566117505228254,0.058484408236298864,-0.1302906151954283,0.09896826509086323,-0.049282340853771256,0.05864065165030793,0.40067710281711066,-0.16421801808837477,0.06565333638083228,0.17289204026665533,0.056005227482944224,0.06312179440008465,0.282662286133226,0.3124005636575592
SMEs,2022,PAID LEAVE,Paid Leave,ok,,116758,582,0.2461712525157679,0.025410402121061274,3.397214055082917e-22,-0.00416759433257028,0.002259254458837256,0.06508456463632771,-0.057288486737059774,0.03345999893558671,-0.12287008465080973,0.008293111176690182,-0.05312089240448949,0.03353249859498491,0.11315697794247466,-0.11884458965065992,0.012602804841680922,0.1930503601112784,0.02198534146758137,0.14995909083481893,0.2361416293877379,0.3121532910057421
SMEs,2022,HEALTH_WELLBEING,Health and Wellbeing,ok,,116758,582,0.2193347023167554,0.017196423413910557,2.936162814858213e-37,0.054003735351870016,0.0067200728160227,9.268024702393271e-16,0.03870308537751501,0.08328216758922348,-0.124529963097363,0.20193613385239303,-0.015300649974355008,0.08355877721127924,0.8547098101602564,-0.17907585330846232,0.1484745533597523,0.20403405234240038,0.08179203915201984,0.043721655604441495,0.3643464490803593,0.31245792707869646
SMEs,2022,PARENTAL_LEAVE,Parental Leave,ok,,116758,582,0.21628230397429615,0.017817010731642425,6.555066674491531e-34,0.0714723650869853,0.006097444717644953,9.868186563586159e-32,0.07136850011775507,0.052356154760141535,-0.03124956321212234,0.17398656344763247,-0.00010386496923022815,0.05271651681564498,0.998427965147434,-0.10342823792789439,0.10322050798943393,0.21617843900506592,0.04966600023223498,0.11883307854988535,0.3135237994602465,0.3129220160971842
SMEs,2022,CULTURE,Workplace Culture,ok,,116758,582,0.22490830903963202,0.01798307942904942,6.864822804662768e-36,0.10738964732725118,0.007060275074293408,3.0166842292843883e-52,0.0032218313452279657,0.04974873972628096,-0.09428569851828271,0.10072936120873864,-0.10416781598202321,0.05023825974566425,0.038128020709408246,-0.20263480508352516,-0.005700826880521273,0.12074049305760881,0.04694880702032027,0.02872083129778108,0.21276015481743654,0.31384336135398727
SMEs,2022,REMOTE_KW,Remote Work,ok,,116758,582,0.20117468893856613,0.01928381610946518,1.7654895582703426e-25,0.17556477264464987,0.0051793039729716005,7.283914046939119e-252,0.16017452554232764,0.037452407434463646,0.08676780697077889,0.23358124411387637,-0.015390247102322232,0.037782730409868064,0.6837615981861105,-0.08944439870566363,0.05866390450101917,0.1857844418362439,0.03254648256966155,0.12199333599970727,0.24957554767278053,0.3209351502655098
SMEs,2023,EDU_ASSISTANCE,Tuition Assistance,ok,,98753,602,0.24947578863371575,0.01768280098565143,3.372056889040776e-45,0.044486238164260235,0.004605369452520566,4.474077244814943e-22,-0.04459753613941347,0.07620579897816375,-0.19396090213661443,0.10476582985778748,-0.0890837743036737,0.07633002639324508,0.2431752753623765,-0.23869062603443406,0.06052307742708665,0.16039201433004205,0.07429301019214339,0.014777714353440996,0.3060063143066431,0.3217036645995466
SMEs,2023,PAID LEAVE,Paid Leave,ok,,98753,602,0.30224467067319954,0.026367186604445057,2.0259289539277745e-30,-0.01430669849393329,0.002524599808267657,1.4538941481096005e-08,-0.12586782483041162,0.034091031016133026,-0.19268624562203235,-0.05904940403879089,-0.11156112633647833,0.03418299024396734,0.0010998910033385228,-0.17855978721465432,-0.044562465458302336,0.19068354433672122,0.02188814095326192,0.14778278806832784,0.2335843006051146,0.3215066345620827
SMEs,2023,HEALTH_WELLBEING,Health and Wellbeing,ok,,98753,602,0.25087215162425586,0.017868692696762573,8.901394318444362e-45,0.062313121962204295,0.007177667062514353,3.9048480230516526e-18,-0.07204218840773674,0.06516437703533826,-0.1997643673969997,0.05567999058152623,-0.13435531036994103,0.06555092473775041,0.04040029957003908,-0.2628351228559318,-0.005875497883950226,0.11651684125431483,0.06312198856381797,-0.007202256330768389,0.24023593883939803,0.3216855398418952
SMEs,2023,PARENTAL_LEAVE,Parental Leave,ok,,98753,602,0.23448556675178922,0.018294734304490582,1.3151666572244902e-37,0.0758175123305577,0.006206247375403347,2.54335293687807e-34,0.1177850696635128,0.05196582866911217,0.015932045472052958,0.21963809385497265,0.04196755733295511,0.052332313726724956,0.4225856583150065,-0.06060377757142581,0.14453889223733601,0.2764531240847443,0.049091506136566064,0.18023377205707483,0.37267247611241383,0.3221849715703714
SMEs,2023,CULTURE,Workplace Culture,ok,,98753,602,0.23654154667914193,0.01823362814756178,1.7449416654603083e-38,0.10261253425062762,0.006613300635624788,2.700317677186831e-54,0.11648410349562306,0.05257601135787659,0.013435121234184957,0.21953308575706115,0.013871569244995446,0.052970726609012406,0.7934198488740561,-0.08995105490866888,0.11769419339865976,0.2504131159241374,0.0497842862836008,0.15283591480827985,0.34799031703999495,0.3231731122493112
SMEs,2023,REMOTE_KW,Remote Work,ok,,98753,602,0.2596340856094445,0.019914508522692113,7.493709832980976e-39,0.16552746420181574,0.005145140404485759,4.404583462170189e-227,0.03677348156963642,0.03929930780909629,-0.04025316173619231,0.11380012487546515,-0.12875398263217933,0.0395928920351524,0.0011461743134958317,-0.206356051021078,-0.051151914243280625,0.13088010297726518,0.034281633412000176,0.06368810148974484,0.19807210446478551,0.3295379333226184
SMEs,2024,EDU_ASSISTANCE,Tuition Assistance,ok,,101709,754,0.3047892511336671,0.016996730526792576,6.60776181722653e-72,0.03922786782031971,0.00461233870493705,1.816203233921844e-17,-0.024725726239773156,0.06256203799972056,-0.14734732071922543,0.09789586823967913,-0.06395359406009286,0.06272549452778158,0.3079281908450222,-0.18689556333454477,0.058988375214359026,0.24083565707357424,0.06046500868040739,0.12232424005997576,0.3593470740871727,0.31969381604304936
